symbol,name,fullname,-,-
000953,河化股份,广西河池化工股份有限公司,B,*
000955,欣龙控股,欣龙控股(集团)股份有限公司,B,*
000957,中通客车,中通客车股份有限公司,B,*
000958,东方能源,国家电投集团东方新能源股份有限公司,B,*
000959,首钢股份,北京首钢股份有限公司,A,*
000960,锡业股份,云南锡业股份有限公司,B,*
000961,中南建设,江苏中南建设集团股份有限公司,C,*
000962,东方钽业,宁夏东方钽业股份有限公司,B,*
000963,华东医药,华东医药股份有限公司,A,*
000965,天保基建,天津天保基建股份有限公司,C,-
000966,长源电力,国电长源电力股份有限公司,B,*
000967,盈峰环境,盈峰环境科技集团股份有限公司,B,*
000968,蓝焰控股,山西蓝焰控股股份有限公司,B,*
000969,安泰科技,安泰科技股份有限公司,B,*
000970,中科三环,北京中科三环高技术股份有限公司,B,*
000971,*ST高升,高升控股股份有限公司,D,*
000972,*ST中基,中基健康产业股份有限公司,C,*
000973,佛塑科技,佛山佛塑科技集团股份有限公司,A,*
000975,银泰黄金,银泰黄金股份有限公司,B,*
000976,华铁股份,广东华铁通达高铁装备股份有限公司,B,*
000977,浪潮信息,浪潮电子信息产业股份有限公司,B,*
000978,桂林旅游,桂林旅游股份有限公司,B,*
000980,*ST众泰,众泰汽车股份有限公司,D,*
000981,*ST银亿,银亿股份有限公司,D,*
000982,*ST中绒,宁夏中银绒业股份有限公司,C,*
000983,山西焦煤,山西焦煤能源集团股份有限公司,B,*
000985,大庆华科,大庆华科股份有限公司,B,*
000987,越秀金控,广州越秀金融控股集团股份有限公司,A,*
000988,华工科技,华工科技产业股份有限公司,A,-
000989,九芝堂,九芝堂股份有限公司,C,*
000990,诚志股份,诚志股份有限公司,C,*
000993,闽东电力,福建闽东电力股份有限公司,B,*
000995,皇台酒业,甘肃皇台酒业股份有限公司,C,*
000996,中国中期,中国中期投资股份有限公司,C,*
000997,新大陆,新大陆数字技术股份有限公司,A,-
000998,隆平高科,袁隆平农业高科技股份有限公司,B,*
000999,华润三九,华润三九医药股份有限公司,A,*
001201,东瑞股份,东瑞食品集团股份有限公司,-,-
001202,炬申股份,广东炬申物流股份有限公司,-,-
001203,大中矿业,内蒙古大中矿业股份有限公司,-,-
001205,盛航股份,南京盛航海运股份有限公司,-,-
001206,依依股份,天津市依依卫生用品股份有限公司,-,-
001696,宗申动力,重庆宗申动力机械股份有限公司,B,*
001872,招商港口,招商局港口集团股份有限公司,A,-
001896,豫能控股,河南豫能控股股份有限公司,C,*
001914,招商积余,招商局积余产业运营服务股份有限公司,A,-
001965,招商公路,招商局公路网络科技控股股份有限公司,A,-
001979,招商蛇口,招商局蛇口工业区控股股份有限公司,A,*
002001,新和成,浙江新和成股份有限公司,A,-
002002,鸿达兴业,鸿达兴业股份有限公司,C,*
002003,伟星股份,浙江伟星实业发展股份有限公司,A,-
002004,华邦健康,华邦生命健康股份有限公司,B,*
002005,ST德豪,安徽德豪润达电气股份有限公司,D,*
002006,精功科技,浙江精功科技股份有限公司,C,*
002007,华兰生物,华兰生物工程股份有限公司,A,*
002008,大族激光,大族激光科技产业集团股份有限公司,B,*
002009,天奇股份,天奇自动化工程股份有限公司,D,*
002010,传化智联,传化智联股份有限公司,B,*
002011,盾安环境,浙江盾安人工环境股份有限公司,B,*
002012,凯恩股份,浙江凯恩特种材料股份有限公司,A,*
002013,中航机电,中航工业机电系统股份有限公司,A,*
002014,永新股份,黄山永新股份有限公司,B,*
002015,协鑫能科,协鑫能源科技股份有限公司,B,*
002016,世荣兆业,广东世荣兆业股份有限公司,B,*
002017,东信和平,东信和平科技股份有限公司,A,*
002019,亿帆医药,亿帆医药股份有限公司,B,*
002020,京新药业,浙江京新药业股份有限公司,A,*
002021,ST中捷,中捷资源投资股份有限公司,C,*
002022,科华生物,上海科华生物工程股份有限公司,A,-
002023,海特高新,四川海特高新技术股份有限公司,B,*
002024,苏宁易购,苏宁易购集团股份有限公司,A,*
002025,航天电器,贵州航天电器股份有限公司,A,*
002026,山东威达,山东威达机械股份有限公司,B,*
002027,分众传媒,分众传媒信息技术股份有限公司,B,*
002028,思源电气,思源电气股份有限公司,A,*
002029,七匹狼,福建七匹狼实业股份有限公司,A,-
002030,达安基因,中山大学达安基因股份有限公司,B,-
002031,巨轮智能,巨轮智能装备股份有限公司,A,*
002032,苏泊尔,浙江苏泊尔股份有限公司,A,*
002033,丽江股份,丽江玉龙旅游股份有限公司,B,*
002034,旺能环境,旺能环境股份有限公司,A,*
002035,华帝股份,华帝股份有限公司,A,*
002036,联创电子,联创电子科技股份有限公司,B,*
002037,保利联合,保利联合化工控股集团股份有限公司,A,*
002038,双鹭药业,北京双鹭药业股份有限公司,B,*
002039,黔源电力,贵州黔源电力股份有限公司,B,-
002040,南京港,南京港股份有限公司,B,-
002041,登海种业,山东登海种业股份有限公司,B,*
002042,华孚时尚,华孚时尚股份有限公司,A,*
002043,兔宝宝,德华兔宝宝装饰新材股份有限公司,A,*
002044,美年健康,美年大健康产业控股股份有限公司,C,*
002045,国光电器,国光电器股份有限公司,C,-
002046,国机精工,国机精工股份有限公司,B,*
002047,宝鹰股份,深圳市宝鹰建设控股集团股份有限公司,B,*
002048,宁波华翔,宁波华翔电子股份有限公司,A,*
